ETF,2025-04-30 0:00,2025-03-31 0:00,2025-02-28 0:00,2025-01-31 0:00,2024-12-31 0:00,2024-11-30 0:00,2024-10-31 0:00,2024-09-30 0:00,2024-08-30 0:00,2024-07-31 0:00,2024-06-28 0:00,2024-05-31 0:00,2024-04-30 0:00,2024-03-28 0:00,2024-02-29 0:00,2024-01-31 0:00,2023-12-29 0:00,2023-11-30 0:00,2023-10-31 0:00,2023-09-29 0:00,2023-08-31 0:00,2023-07-31 0:00,2023-06-30 0:00,2023-05-31 0:00,2023-04-28 0:00,2023-03-31 0:00,2023-02-28 0:00,2023-01-31 0:00,2022-12-31 0:00,2022-11-30 0:00,2022-10-31 0:00,2022-09-30 0:00,2022-08-31 0:00,2022-07-31 0:00,2022-06-30 0:00,2022-05-31 0:00,2022-04-30 0:00,2022-03-31 0:00,2022-02-28 0:00,2022-01-31 0:00,2021-12-31 0:00,2021-11-30 0:00,2021-10-31 0:00,2021-09-30 0:00,2021-08-31 0:00
XFI CN Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,19370400.24,18793259.81,18066239.55,17723819.73,17160359.57,16067580.41,16415580.37,17196060.56,17415539.93,17250719.83,17046299.74,17865660.1,17273160.55,16513380.43,16664459.61,18289880.56,18756359.86,17308130.46,21458609.39,22836420.25,23855309.49,27126769.83,36150140.38,39213300.7,40860540.01,40158718.87,40625199.51,40509299.09,36132719.42,36391918.95,35746199.8,37803000.64
MINT CN Equity,58936351.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20614517.78,21397240.45,23857549.67,20863598.44,20675301.36,21687815.09,21133414.08,20933136.75,20579631.04,21455484.39,21428194.05,19484014.51,18853767.4,20064569.47,20697534.56,20017162.32,24363333.7,24392379.57,25555756.38,25901503.75,26086923.98,27158425.71,24090869.9,24332696.91,24714517.59,28439710.62
XFF CN Equity,0,58983449.94,60133649.83,59242349.62,56656951.9,56745901.11,56256299.97,57121049.88,53459557.34,53362962.34,49085270.31,34894888.69,34085340.5,34247430.04,32804008.48,31870259.86,27669119.26,27270318.6,25820721.44,26710641.48,26845440.67,27209759.52,26629760.74,26066079.71,26482479.86,25845999.15,22556799.32,19086240.01,17935860.44,18602699.66,17414339.45,16497659.68,17587320.33,11961759.95,11384719.85,12439920.04,12424199.68,12555879.97,12324880.22,15699950.22,16146450.04,15723950.39,12885679.63,12649040.22,12817399.6
RIE CN Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7494555.664,8942415.714,9753733.921,9492757.988,9448129.463,9511946.678,9310637.665,8643447.304,8473969.221,8506772.804,8859198.761,8083988.094,7901485.252,8528005.6,8669499.493,8450375.652,9169930.84,9058489.704,9243198.872,9114286.709,9216352.463,9551517.677,10549584.2,10776250.46,10794998.17,10946181.49
FLDM CN Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8286282.444,8453602.695,8233493.519,8136481.953,8492337.227,9415477.753,9299092.102,9292497.253,9857095.814,9957606.983,8975594.044,7615066.528,8079947.662,8318951.416,7973631.287,8692935.181,8694531.25,9055613.708,10380056.19,10639910.32,11087943.08,10732834.05,10880923.75,9660475.159,11207070.06
RIEH CN Equity,0,0,0,0,0,4700186.157,4755811.31,7300256.538,7310101.891,7272346.687,6993333.435,7248357.01,7047732.925,7044767.189,6806639.671,6666306.496,4352169.8,4318482.208,4114528.656,4143964.386,4179501.343,4197344.208,4049496.841,4024073.41,4227584.839,4131100.845,4047105.789,4065327.835,3882707.596,3914949.036,3546650.696,3420264.816,3554037.094,3647659.683,3531398.01,3953566.742,3991918.945,4149596.024,6230409.622,6212614.059,6475796.127,6365891.647,6301268.005,6310934.83,6605315.208
RIE/U CN Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2378679.466,2452665.52,2409007.072,2344257.164,2382139.778,2325145.531,2331777,2311294.556,3266781.521,3408602.428,3184564.018,3011849.213,3247766.59,3323173.428,3152226.162,3398786.259,3394726.181,3427983.856,3388808.155,3477523.613,3601673.126,3466053.772,3555947.399,3485016.346,3541869.736
NINT CN Equity,682605963.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370414.015,2415755.359,2351822.435,2326573.301,2424414.297,2352060.842,2325199.83,2319381.357,3280946.012,2209063.677,1994357.161,1909946.241,2019832.559,2079510.787,1989142.659,2170570.295,2179840.505,2262363.083,2307515.811,2360706.103,2467400.799,2383196.576,2418060.888,2418645.469,2488390.515
CINT CN Equity,89482912.37,684741035.1,702790936,710504349.2,662354174.7,677431562.8,663461173.8,684502944.3,665849211.2,660575825.8,637775231.1,711912136.2,692403647.5,700376474.5,689690715,670845990.2,666908710.3,643823280.3,596637578.8,527963516.6,505977758.1,531398263,526396190.3,508456299.1,513340938.9,499640759.2,385739277.6,342251376,248605394,248617009.7,232669449.5,231042435.3,240832445.1,246710436.5,202218627.1,209312773.4,213704707,226508808.6,109965600.6,105385282,102859093.2,81498336.72,1034044.037,1019128.036,1067827.988
PID CN Equity,92319400.02,89278225.96,82922746.94,83307165.68,78638054.35,79059544.94,74018908.42,76588053.78,76468733.44,75317297.9,71923768.33,72143155.69,68740177,72849571.53,71404031.75,66354380.57,65240008.35,65103423.46,59581730.14,59317711.03,63154482.67,62459836.16,61814873.35,62614741.06,62088647.38,63047121.51,59604971.69,60651614.34,56405664.83,57857731.7,50970190.89,50623270.8,52026068.97,54820701.75,50838837.36,54306766.36,49673019.91,51868916.62,51914126.82,53342932.61,55883828.85,52908397.44,50580415.88,48683604.15,49300369.57
DXIF CN Equity,6732852.745,82670697.02,80163947.73,76835012.44,71585573.96,73284029.96,72625827.12,73504243.56,73085734.37,72333560.28,69755534.65,74497723.82,71473932.27,70812154.2,67237418.94,66020253.18,61061868.19,51071500.68,47381598,47859967.66,48395962.72,48437551.31,47809976.58,47656863.21,49680864.33,47490804,51226873.97,50964674.66,47658960.06,47250511.98,44409161.85,42785728.45,46951686.86,51827642.68,50886716.08,59309500.41,59439438.15,61430800.25,59655446.15,59919446.9,63395552.64,60903024.67,63054051.3,64073358.25,92896106.53
PHW CN Equity,5751968.906,6761287.546,7727309.99,7842989.731,7233210.182,6190774.918,4838399.887,3611024.952,4837260.056,4882799.911,4795040.131,4838759.995,4627159.882,4782379.913,4528720.093,12806124.69,13072184.66,13498110.01,12017265.03,13016850.66,26430298.81,27242460.63,27662954.38,30546560.67,32084320.07,31526462.32,37277198.79,38783638,37205281.45,38660579.11,37200676.68,36553658.29,38801398.09,40957619.48,42069761.47,44323299.79,50232195.57,68413539.12,57569439.98,52723200.99,34244140.24,33692399.98,31198583.32,28696000.58,27097087.38
ZLI CN Equity,303192856.8,4835157.969,4843886.885,4819229.444,4634168.724,4638094.814,4681619.905,3730689.448,3751815.029,3783959.262,3700090.621,3773940.232,3687780.33,3701663.243,3622235.9,3542098.743,3476172.926,3488064.317,3519257.819,3585559.309,3652650.184,3620868.827,3565647.007,3581486.676,3696190.554,3586845.403,3162246.914,3096067.781,3036194.767,3065456.455,2977980.712,2954497.794,2915732.119,2952780.315,2941692.943,3842343.752,3913385.197,3914349.595,4075756.127,4106876.029,4226444.254,4150736.392,4098109.629,4186488.33,4286302.716
XMI CN Equity,158169502.4,238731463.4,233831323.3,229217628.7,217960561.4,235828910.5,259971740,292736508.3,314330445.7,329192089.1,313621509.5,333265413.6,331935783.9,339990013.6,337867494.8,355225586.3,358763762,369228847.6,355150554.4,360372935.5,376648664.2,378978552.3,375069372.8,374590418.9,401739766.9,384863172.2,379424073.3,381164759.6,361577600.2,365569406.2,347826612.9,339412909.1,370708005.4,385396662.3,384968123.8,412367959.5,466606962.4,483145722.1,497051397.4,496910729.3,507807707.1,500829273.7,494297495,479977588.1,497649363
MXU CN Equity,0,134464976.1,126402502.1,122471036,108433061.2,110328880.3,109809840.4,110544180.3,118206871,117547375.1,110334818.1,107898698,108852790.8,115131740.6,120192687.4,128046197.7,130702829.4,135864708.7,137363138.6,137899395.4,145540821.1,147139178.3,144852734.6,153660261.5,161989309.3,158924211.5,154701865.4,159914495.1,157835595.7,159889233.4,147859940.2,163079541,162941780.1,168793135.6,145102070,153882113.6,158483758,171917800.9,172325594.9,178756060.4,188779045.5,185000076.1,185144704.1,185868428.4,198859251
ZLD CN Equity,29053615.42,0,0,0,0,0,0,26189830.78,26324129.1,25566236.31,22272912.98,24899391.94,24171591.95,24360280.99,26088734.44,27606725.69,27309519,27183602.33,25990847.97,26548710.25,29936161.8,32160532.95,31114963.53,39921283.53,44246276.86,43125968.93,47188402.94,49864645.58,48077948.19,49272404.48,46659550.67,45799765.59,50251225.66,51282645.42,49851759.72,55185349.27,59883538.63,62387081.91,65744939.8,65834896.09,76647782.14,76829226.49,77461666.49,78846130.94,82047745.51
XML CN Equity,33433683.87,26748374.09,27095043.08,26649040.61,25637257.7,25877716.77,25492060.13,26031111.15,26178947.69,23877885.76,22998521.68,23340729.53,22994295.62,23355490.78,24189098.65,24120453.9,23665462.41,23225357.55,24725143.25,25092746.8,26931099.06,28536284.47,29440307,30557964.38,26257422.76,25338707.54,25069903.9,27317256.45,25103328.72,25950666.11,24411018.1,23517820.84,27785426.31,26517574.27,26447268.17,27661759.53,27993066.03,30418432.36,33943717.32,35425626.36,37021067.62,36244308.43,37929013.9,37362835.71,38641975.71
TILV CN Equity,80299765.01,32331032.37,31952489.85,31061704.44,30287075.23,30800327.3,30477902.22,30448069.57,30783903.5,30134074.59,29214883.23,29803225.71,29093832.21,29162737.46,28304518.51,27683848.76,29135832.83,28357585.05,27773111.53,28658520.46,28765624.28,28916674.52,28705844.26,28719438.98,29202611.92,29321619.7,28551660.49,28599051.76,27568378.64,26416550.87,25582213.78,24795635.7,27275807.19,28162971.5,27127837.37,42300521.85,23300842.67,23347808.5,22860169.03,22061670.26,22972543.53,22513039.3,22704245.04,22930866.72,24123571.44
FCIL CN Equity,333320702.9,77353997.23,72844623.37,71390586.19,67925471.88,72341245.46,76598026.28,78013232.04,76703482.53,72146480.08,67933815.62,67590465.07,67752361.3,67059070.59,65778141.31,60598495.48,56195629.84,55477759.27,53298576.64,53835110.66,56020301.63,56286083.03,48702472.88,70737409.97,66243336.01,62142561.15,59506359.67,56840040.78,48301581.38,32416351.03,29892991.92,28157870.86,14923488.52,15214842.03,18945665.93,21295761.11,24706939.79,23538908.39,22193910.6,22375549.79,22823420.05,23755407.71,23494572.45,23760908.51,26147893.81
ILV CN Equity,0,302164801,275684616.1,236713669.3,183883773.4,172649762.7,160300444.4,152066970.6,142172822.3,131273866.4,108919962.2,98328337.48,84521927.07,78980276.11,62664749.62,47094589.42,41896501.06,37705359.65,32388250.83,29905404.66,30487765.88,28929780.96,24676060.1,23618339.54,23310824.58,20848559.57,20163600.16,17577419.66,15984540.27,17224129.87,15965529.63,13580280.3,14237579.73,14650260.54,14210220.34,15023099.9,15389400.1,10405519.87,10418119.81,7885379.791,8221860.123,8020380.02,7957200.05,7928700.256,8249010.086
RWX CN Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9310230.865,9429430.264,9318333.33,11460692.67,11155326.64,10179736.12,9396693.117,9404382.912,9949758.522,10135761.73,9839473.228,12430922.53,13660292.72,16972310.06,19252878.44,19585337.86,22442569.37,22078903.13,22043112.09,21924967.27,22840880.89
RWX/B CN Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3762290.049,3762290.049,4758997.536,4714965.105,4550962.4,4628519.869,4427527.571,4375845.051,4697977.495,4822267.628,4634325.027,5891380.167,6023132.467,5960872.364,5902379.894,7064069.843,8431762.218,9216550.35,12542935.47,12398840,12775694.61
CQLI CN Equity,538337087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4530588.598,4530588.598,4408529.682,4401338.329,4263252.611,5130000,3916674.585,3902057.457,4138303.08,4252254.467,4112523.308,4322284.546,4433674.316,4491296.577,5532248.955,6576183.901,6836914.816,5651464.634,5613673.41,5635418.816,5878951.263
ILV/F CN Equity,0,202261384.8,1459507.513,1420897.436,1362509.966,1597440.004,1591822.529,2162220.001,2125279.999,2078429.985,1947890.091,1969160.08,1928440.094,1949150.085,1924640.083,1930170.059,1916349.983,1884169.96,1827499.962,1823060.036,1864069.939,1874930,1849530.029,1868169.975,1961650.085,1893199.921,1865270.042,1869689.941,1831539.917,1796910.095,1661249.924,1667300.034,1754759.979,1802289.963,1776289.94,1848979.95,1892219.925,1894059.944,1908499.908,1947120.094,1994599.915,1980480.003,0,0,0
VEE CN Equity,2298365625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001321.983,998456.4781,994637.0125,990481.472,962456.0356,993775.4631,952204.9904,940124.9886,1003983.021,1019940.472,987063.5033,1030819.988,1044211.483,1031597.042,1016301.537,1034178.543,2122958.946,2072456.932,2093223.953,4093461.99,4211143.875
ZEM CN Equity,1259126923,2347156686,2289442136,2246342101,2175517983,2153406104,2168819723,2136485821,1964226802,1975624161,1908555049,1861941935,1816430762,1763459949,1706996613,1621205237,1643462676,1653588299,1588998872,1609948132,1657437982,1764820738,1663530204,1632724398,1669947981,1625268757,1582568413,1640485807,1519234753,1587144740,1358879464,1422922330,1523057475,1496185802,1490976471,1510031250,1518417965,1577187253,1623258430,1677760595,1630734891,1601601005,1587660590,1584371416,1628054735
XEC CN Equity,2002280236,1280302519,1237804118,1193743686,1141969399,1011053398,1079284967,1097958070,1071488920,1078005933,1104446185,1314167424,1351698201,1337989993,1316534948,1235502768,1258776906,1278067103,1195314534,1204944099,1257976026,1351327445,1440325816,1521047105,1673692169,1680421272,1478301719,1551640813,1431917888,1340289144,1106215372,1150692699,1213642004,1180105883,1060174422,1301550004,1327742740,1502195320,1965512638,2082509991,2031307451,1954796595,2023153376,2032325401,2104802830
XEM CN Equity,231595499.2,2001184515,1999801787,1981537622,1903313140,1865908533,1884300627,1880124211,1715864095,1702162915,1649585605,1562966387,1555100088,1492380879,1423231977,1324093765,1348578634,1369679750,1297455442,1315014817,1342703841,1377815205,1296898054,1284158237,918349087.1,922884014.3,910936683.8,954083270.5,884768117.8,987408217.5,915505499.8,930388711.9,1012000702,1003782533,1010657103,1002273449,1009286580,1022101144,1054016167,1093058679,1092321567,1107688016,1099682822,1116500910,1160495071
HXEM CN Equity,83719568.13,221925561.5,193913408.1,199578450.4,195694009,200617263.8,205235710.1,200099774,204946162.8,208055808.3,205985986.3,204422215.5,206767970.8,216413678.7,218664203.5,223795849,229889913.9,216623303.4,212831364.7,214352430.1,214085691.3,230716029.2,233239847.7,237020450.6,242336212.6,242388586,267963558.2,273434067.2,253061377.9,253828173.9,226171431.5,225801531.8,237549078.2,238409360.5,242302841,247985280.8,249068136.6,262460442.4,256148162.8,265008578.1,273544860.8,267964782,269978929.5,273022665.4,287003901.7
CEMI CN Equity,89712882.48,85190042.31,82708102.31,80466380.32,79922045.69,79519882.34,75644512.85,74290338.46,69905358.63,91237004.24,100100331.6,97066785.09,96237356.02,96659381.16,92513181.45,86409870.4,87763614.55,84785635.59,80282234.49,79863109.32,81991954.4,87357554.92,81191327.49,78075181.01,78208556.83,78631535.38,76884505.63,79416285.98,73973348.02,75587812.26,66304165.59,68475059.79,73493411.95,72723584.98,73316510.67,75657499.44,76369050.18,79086905.8,72843153.09,76111141.48,66820785.57,66534633.78,58035424.39,58691018.05,151920217.5
QEE CN Equity,79998070.17,91604651.77,93591053.83,82943026.7,76123763.68,76172549.09,77407903.5,70497689.13,66038728.53,65820739.67,65139136.49,62124844.24,62428473.36,60642734.82,59079066.47,54041581.41,57934217.83,58638400.36,55178600.31,56302299.12,57354598.24,58602553.27,54720602.42,54140461.35,54794522.09,55109341.62,53931240.46,56250810.24,53339222.15,54750298.69,45284569.12,17731390.09,18946825.12,18358830.02,18493149.28,14470654.68,14667089.75,15048314.48,15463369.75,16049615.67,16156374.74,11341080.09,11438280.49,11594639.97,0
XEC/U CN Equity,4484521.377,84503686.68,86174520.46,84988382.42,82897888.43,89483700.78,89222537.9,90152114.43,45365240.17,46530048.37,45408680.42,41778880.62,42967738.04,42504228.52,40521381.76,36906251.91,37129531.86,37102676.24,35061278.53,34745002.44,31473491.97,32635887.37,31109964.83,25728498.15,25365879.82,24567738.34,22536593.4,20096629.03,17110683.75,16519894.94,14540760.65,15815864.56,17064346.31,15104370.57,16968020.63,17641049.19,17801383.97,17459176.71,15420179.44,0,0,0,0,0,0
CWO CN Equity,58504864.88,4601163.768,4586967.974,3813639.102,3765015.071,3724228.314,3816277.973,3875662.927,3652252.422,3675413.007,3643815.112,3532317.462,2829993.159,2764698.047,4071222.648,3205089.486,3962218.039,3995953.65,3780462.456,3202742.57,3286739.89,3382058.871,3203358.288,3824265.619,3866574.665,3896450.442,3818338.507,4013803.534,3743266.877,3896376.102,3425403.597,4099725.181,5645664.045,6214283.207,4995383.163,4591753.422,4630971.996,4110034.88,4304513.358,4485038.853,4489334.068,4563888.071,3055831.806,3094404.967,3196050.513
EMV/B CN Equity,53285097.69,59119419.86,58134986.11,55357431.22,53969574.74,53392607.12,54900681.5,55347239.69,52464276.89,52279957.58,52171447.75,51771630.86,51111850.74,49048636.63,48552641.3,46407283.78,46816777.8,47372288.51,42037730.41,42658798.98,43026288.6,44751412.96,42432693.48,40445313.45,41564021.11,42858279.04,40446295.74,42104349.14,39930934.91,41062793.73,36342875.96,37681539.06,39468162.06,37863028.05,38736662.86,41854581.83,41526169.78,43152685.17,49096995.54,49445970.92,47745116.42,47950418.47,48320943.07,49427071.76,51204306.41
RXD CN Equity,41327850.44,54106512.34,52462433.47,30025952.07,28731648.56,27443746.6,27361061.48,26015946.46,25581904.72,25622668.3,25451614.11,31568129.35,31352200.89,41977649.69,44068640.14,44496821.02,44816929.63,51910198.21,54176980.59,59293917.85,63912749.29,65426998.14,65304459.38,65382981.87,65700439.07,65189799.88,66599550.25,68101022.53,64232188.8,61117000.58,54376997.95,55510001.18,60106749.53,59017248.15,59370999.34,65991501.81,89341801.45,93607443.24,95773921.2,95540277.1,94684259.03,88912323,88330877.69,90910083.01,94645117.19
RXD/U CN Equity,1073225.364,42412083.86,42641514.02,47276836.16,45559190.94,43823557.09,45168822.77,46742562.53,43787171.75,43928507.42,43533483.7,41864848.71,41977801.9,42181517.31,42721408.08,39777960.78,40033553.12,43009427.07,41482443.05,42327391.15,42575448.89,42427542.69,40208020.4,39565385.82,40747974.78,40934083.18,39994410.32,38535361.1,36316016.2,40882676.12,36115845.68,34795609.47,37561837.01,37218190.96,37670187.95,40912421.04,40813554.95,42807751.46,46813542.37,49662692.07,48865633.96,48137649.54,47472617.15,47599669.93,48717729.57
MEME/B CN Equity,410321492.5,1100357.328,1095990.656,1659204.106,1628007.78,1043231.703,1061545.438,1649432.214,1566670.37,1568148.413,2071750.37,1995231.52,2001343.685,1962583.625,1989151.837,1854624.443,1909395.733,1873616.233,1803129.708,1804482.868,1813944.123,1886012.33,1827167.769,1799868.766,1850678.528,1859210.219,1818261.682,1876745.028,1768950.372,1813938.631,1604972.113,1662312.099,1788522.438,1772101.388,1789980.424,1945823.055,1949053.193,2037077.219,2081356.408,2109982.567,3191304.204,4182586.985,4128186.903,4237260.262,4425204.159
QEM CN Equity,0,423519156.6,445362966.5,447933908.5,440027890.7,434389431.8,447184871.7,456206196.2,429816711.8,434931089.4,429083771.1,415660541.9,416213867.6,406761829,400022478.5,379528460.3,390475536.3,373073398.6,331922569.3,336029412.1,342675034.5,354259367.6,337285696.6,333277322.9,329122628.7,330210534.3,322253688,418960707.5,396956044.4,424674258.2,382286792.4,365417499.6,390120264.1,373534967.2,374337145.1,404762332.2,408528875.7,408299163.3,425374691.8,400851028.3,401088059.6,396607136.4,398554292.5,379574627.8,393111402.7
